megyekod;kshkod;megye;irsz;telepules;lakossag;ffi;no;tipus
11;31990;KOM;2543;Súr;1 238;614;624;község
11;08688;KOM;2856;Süttő;2 057;1 005;1 052;község
11;33516;KOM;2067;Szákszend;1 487;749;738;község
11;33491;KOM;2896;Szárliget;2 528;1 279;1 249;község
11;22619;KOM;2822;Szomód;2 251;1 126;1 125;község
11;21421;KOM;2834;Szomor;1 125;551;574;község
11;30225;KOM;2831;Tardos;1 693;802;891;község
11;18935;KOM;2943;Tarján;2 652;1 285;1 367;község
11;20987;KOM;2532;Tárkány;1 483;707;776;község
11;34023;KOM;2528;Tokodaltáró;3 046;1 537;1 509;község
11;27632;KOM;2824;Úny;737;373;364;község
11;17251;KOM;2859;Várgesztes;631;317;314;község
11;32586;KOM;2823;Vérteskethely;595;302;293;község
11;15282;KOM;2837;Vértessomló;1 375;700;675;község
11;31264;KOM;2833;Vértesszőlős;3 380;1 688;1 692;község
11;29629;KOM;3100;Vértestolna;572;279;293;község
12;25788;NOG;2660;Salgótarján;35 470;16 656;18 814;megye székhely
12;13657;NOG;3070;Balassagyarmat;15 025;7 135;7 890;város
12;33534;NOG;3060;Bátonyterenye;12 349;6 025;6 324;város
12;07409;NOG;2651;Pásztó;9 047;4 321;4 726;város
12;23825;NOG;3170;Rétság;2 788;1 352;1 436;város
12;06628;NOG;2617;Szécsény;5 721;2 693;3 028;város
12;16425;NOG;3069;Alsópetény;572;270;302;község
12;07621;NOG;2653;Alsótold;241;125;116;község
12;24341;NOG;3126;Bánk;690;339;351;község
12;20048;NOG;2693;Bárna;1 000;510;490;község
12;12016;NOG;3045;Becske;572;281;291;község
12;32911;NOG;2687;Bér;350;169;181;község
12;02389;NOG;2641;Bercel;1 738;862;876;község
12;09034;NOG;3066;Berkenye;653;326;327;község
12;03841;NOG;2644;Bokor;111;52;59;község
12;09894;NOG;3047;Borsosberény;938;476;462;község
12;14234;NOG;3123;Buják;2 082;999;1 083;község
12;03665;NOG;3052;Cered;1 061;494;567;község
12;30270;NOG;2694;Csécse;913;433;480;község
12;21935;NOG;2676;Cserháthaláp;374;182;192;község
12;22594;NOG;3066;Cserhátsurány;786;379;407;község
12;32319;NOG;2678;Cserhátszentiván;111;56;55;község
12;20145;NOG;2673;Csesztve;335;175;160;község
12;05050;NOG;2694;Csitár;411;213;198;község
12;07320;NOG;2649;Debercsény;75;32;43;község
12;12511;NOG;2643;Dejtár;1 450;722;728;község
12;06743;NOG;3153;Diósjenő;2 964;1 526;1 438;község
12;24439;NOG;2646;Dorogháza;1 028;485;543;község
12;08156;NOG;3053;Drégelypalánk;1 459;707;752;község
12;04251;NOG;3043;Ecseg;1 180;593;587;község
12;17659;NOG;3185;Egyházasdengeleg;444;221;223;község
12;05980;NOG;3165;Egyházasgerge;703;347;356;község
12;25496;NOG;2176;Endrefalva;1 234;611;623;község
12;22655;NOG;2177;Erdőkürt;540;265;275;község
12;21795;NOG;2659;Erdőtarcsa;534;253;281;község
12;21582;NOG;3136;Érsekvadkert;3 640;1 810;1 830;község
12;15370;NOG;2611;Etes;1 377;681;696;község
12;24323;NOG;3067;Felsőpetény;599;290;309;község
12;33312;NOG;2686;Felsőtold;120;53;67;község
12;25663;NOG;3067;Galgaguta;623;309;314;község
12;18494;NOG;3041;Garáb;44;26;18;község
12;03993;NOG;2677;Héhalom;1 042;512;530;község
12;05324;NOG;3176;Herencsény;571;276;295;község
12;33242;NOG;2647;Hollókő;323;144;179;község
12;13204;NOG;2658;Hont;509;238;271;község
12;13718;NOG;2672;Horpács;172;79;93;község
12;16878;NOG;2674;Hugyag;860;421;439;község
12;26833;NOG;2660;Iliny;160;76;84;község
12;01508;NOG;3138;Ipolyszög;635;320;315;község
12;03328;NOG;2669;Ipolytarnóc;442;232;210;község
12;29319;NOG;3063;Ipolyvece;822;399;423;község
12;08712;NOG;2175;Jobbágyi;2 014;997;1 017;község
12;08642;NOG;3181;Kálló;1 568;798;770;község
12;18625;NOG;3137;Karancsalja;1 521;734;787;község
12;25548;NOG;3183;Karancsberény;806;400;406;község
12;08855;NOG;3182;Karancskeszi;1 811;871;940;község
12;21041;NOG;3163;Karancslapujtő;2 565;1 249;1 316;község
12;26897;NOG;3127;Karancsság;1 302;643;659;község
12;28389;NOG;2616;Kazár;1 757;875;882;község
12;31413;NOG;2655;Keszeg;696;350;346;község
12;11846;NOG;3046;Kétbodony;455;223;232;község
12;27243;NOG;3075;Kisbágyon;428;204;224;község
12;26295;NOG;2655;Kisbárkány;160;82;78;község
12;33206;NOG;3161;Kisecset;173;90;83;község
12;33400;NOG;3053;Kishartyán;558;261;297;község
12;13842;NOG;3066;Kozárd;170;87;83;község
12;19451;NOG;2619;Kutasó;113;52;61;község
12;30395;NOG;3186;Legénd;478;247;231;község
12;04871;NOG;3129;Litke;826;439;387;község
12;20190;NOG;3188;Lucfalva;635;299;336;község
12;02778;NOG;3133;Ludányhalászi;1 462;763;699;község
12;26967;NOG;2694;Magyargéc;854;406;448;község
12;32407;NOG;3075;Magyarnándor;1 112;528;584;község
12;14641;NOG;3155;Márkháza;250;115;135;község
12;20075;NOG;3143;Mátramindszent;784;380;404;község
12;19372;NOG;3142;Mátranovák;1 675;782;893;község
12;24332;NOG;3068;Mátraszele;918;443;475;község
12;04330;NOG;3145;Mátraszőlős;1 524;699;825;község
12;33525;NOG;3077;Mátraterenye;1 774;882;892;község
12;30100;NOG;3184;Mátraverebély;1 903;951;952;község
12;13222;NOG;2698;Mihálygerge;553;264;289;község
12;27915;NOG;3075;Mohora;1 000;484;516;község
12;16391;NOG;3129;Nagybárkány;661;323;338;község
12;34281;NOG;3175;Nagykeresztúr;262;125;137;község
12;21102;NOG;2645;Nagylóc;1 482;707;775;község
12;23986;NOG;3152;Nagyoroszi;2 045;1 014;1 031;község
12;27580;NOG;2618;Nemti;722;360;362;község
12;09797;NOG;2642;Nézsa;1 169;565;604;község
12;04358;NOG;2691;Nógrád;1 580;793;787;község
12;32300;NOG;2675;Nógrádkövesd;662;339;323;község
12;29832;NOG;3132;Nógrádmarcal;484;245;239;község
12;12131;NOG;2685;Nógrádmegyer;1 671;811;860;község
12;08387;NOG;3179;Nógrádsáp;909;464;445;község
12;19497;NOG;3187;Nógrádsipek;698;339;359;község
12;27340;NOG;2610;Nógrádszakál;670;329;341;község
12;29425;NOG;2671;Nőtincs;1 172;558;614;község
12;03249;NOG;2610;Őrhalom;1 008;514;494;község
12;19318;NOG;3042;Ősagárd;336;148;188;község
12;05883;NOG;2648;Palotás;1 592;748;844;község
12;07199;NOG;2668;Patak;901;430;471;község
12;33880;NOG;3134;Patvarc;743;369;374;község
12;11590;NOG;2658;Piliny;608;309;299;község
12;17862;NOG;3151;Pusztaberki;151;75;76;község
12;34360;NOG;3177;Rákóczibánya;649;318;331;község
12;28884;NOG;2654;Rimóc;1 716;817;899;község
12;12195;NOG;3162;Romhány;2 184;1 047;1 137;község
12;12520;NOG;3074;Ságújfalu;1 002;503;499;község
12;24572;NOG;3121;Sámsonháza;279;135;144;község
12;01526;NOG;3131;Somoskőújfalu;2 176;1 060;1 116;község
12;14881;NOG;3163;Sóshartyán;916;451;465;község
12;19798;NOG;2697;Szalmatercs;452;231;221;község
12;13754;NOG;3051;Szanda;616;309;307;község
12;10199;NOG;2656;Szarvasgede;407;196;211;község
12;15325;NOG;2692;Szátok;573;294;279;község
12;23047;NOG;3135;Szécsénke;207;103;104;község
12;33011;NOG;2640;Szécsényfelfalu;414;198;216;község
12;04507;NOG;2655;Szendehely;1 611;780;831;község
12;09043;NOG;3125;Szente;330;157;173;község
12;07959;NOG;3044;Szilaspogony;309;153;156;község
12;21634;NOG;3154;Szirák;1 121;562;559;község
12;28194;NOG;3064;Szuha;521;244;277;község
12;19044;NOG;2699;Szurdokpüspöki;1 881;908;973;község
12;18786;NOG;3073;Szügy;1 467;714;753;község
12;32896;NOG;2696;Tar;1 870;884;986;község
12;04844;NOG;2652;Terény;370;168;202;község
12;24174;NOG;2657;Tereske;687;344;343;község
12;06381;NOG;2688;Tolmács;754;356;398;község
12;30915;NOG;3178;Vanyarc;1 223;589;634;község
12;29498;NOG;3128;Varsány;1 594;786;808;község
12;10320;NOG;3124;Vizslás;1 335;652;683;község
12;21661;NOG;2030;Zabar;490;230;260;község
13;30988;PES;2740;Érd;69 014;33 798;35 216;megyei jogú város
13;27872;PES;2730;Abony;14 941;7 256;7 685;város
13;31653;PES;2170;Albertirsa;13 087;6 257;6 830;város
13;16188;PES;2051;Aszód;6 176;2 951;3 225;város
13;08891;PES;2011;Biatorbágy;13 692;6 775;6 917;város
13;23463;PES;2092;Budakalász;11 411;5 548;5 863;város
13;12052;PES;2040;Budakeszi;15 022;7 210;7 812;város
13;23278;PES;2700;Budaörs;29 709;14 272;15 437;város
13;11341;PES;2370;Cegléd;36 909;17 642;19 267;város
13;09247;PES;2049;Dabas;17 154;8 235;8 919;város
13;24013;PES;2330;Diósd;10 603;5 150;5 453;város
13;09584;PES;2120;Dunaharaszti;22 900;11 134;11 766;város
13;18616;PES;2336;Dunakeszi;43 813;21 034;22 779;város
13;20534;PES;2151;Dunavarsány;8 278;4 061;4 217;város
13;32610;PES;2131;Fót;20 479;10 165;10 314;város
13;23649;PES;2100;Göd;21 027;10 315;10 712;város
13;32559;PES;2360;Gödöllő;32 043;15 240;16 803;város
13;25627;PES;2230;Gyál;24 607;12 108;12 499;város
13;29735;PES;2314;Gyömrő;18 782;8 946;9 836;város
13;09690;PES;2117;Halásztelek;11 183;5 484;5 699;város
13;34166;PES;2143;Kerepes;10 633;5 301;5 332;város
13;34157;PES;2234;Kistarcsa;13 157;6 342;6 815;város
13;10922;PES;2200;Maglód;12 727;6 278;6 449;város
13;10551;PES;2760;Monor;18 566;8 999;9 567;város
13;13435;PES;2750;Nagykáta;12 562;6 120;6 442;város
13;19716;PES;2626;Nagykőrös;23 851;11 436;12 415;város
13;31732;PES;2364;Nagymaros;5 068;2 514;2 554;város
13;04075;PES;2162;Ócsa;9 794;4 854;4 940;város
13;08545;PES;2377;Őrbottyán;7 605;3 710;3 895;város
13;05281;PES;2119;Örkény;4 983;2 471;2 512;város
13;04057;PES;2721;Pécel;16 564;8 074;8 490;város
13;07144;PES;2085;Piliscsaba;8 234;4 033;4 201;város
13;14340;PES;2013;Pilisvörösvár;14 688;6 951;7 737;város
13;06372;PES;2300;Pomáz;18 085;8 807;9 278;város
13;21713;PES;2440;Sülysáp;8 519;4 220;4 299;város
13;17312;PES;2000;Százhalombatta;19 057;9 092;9 965;város
13;15440;PES;2315;Szentendre;28 040;13 282;14 758;város
13;13277;PES;2310;Szigethalom;18 350;9 044;9 306;város
13;28954;PES;2628;Szigetszentmiklós;39 439;19 166;20 273;város
13;24916;PES;2766;Szob;2 650;1 266;1 384;város
13;14146;PES;2316;Tápiószele;6 235;3 105;3 130;város
13;29823;PES;2045;Tököl;10 499;5 066;5 433;város
13;06859;PES;2194;Törökbálint;14 297;6 953;7 344;város
13;09593;PES;2367;Tura;7 810;3 750;4 060;város
13;06293;PES;2225;Újhartyán;2 795;1 342;1 453;város
13;12894;PES;2600;Üllő;12 194;5 902;6 292;város
13;24934;PES;2220;Vác;34 102;16 177;17 925;város
13;26815;PES;2112;Vecsés;21 328;10 345;10 983;város
13;18342;PES;2025;Veresegyház;19 317;9 389;9 928;város
13;28413;PES;2072;Visegrád;1 846;890;956;város
13;25034;PES;2351;Zsámbék;5 724;2 802;2 922;város
13;23199;PES;2191;Alsónémedi;5 337;2 624;2 713;nagyközség
13;09131;PES;2347;Bag;3 957;1 958;1 999;nagyközség
13;32027;PES;2141;Bugyi;5 363;2 636;2 727;nagyközség
13;22804;PES;2344;Csömör;9 768;4 764;5 004;nagyközség
13;29647;PES;2173;Dömsöd;6 005;2 972;3 033;nagyközség
13;30696;PES;2340;Kartal;5 977;2 941;3 036;nagyközség
13;10816;PES;2016;Kiskunlacháza;9 070;4 440;4 630;nagyközség
13;30809;PES;2146;Leányfalu;3 899;1 871;2 028;nagyközség
13;17783;PES;2094;Mogyoród;7 021;3 525;3 496;nagyközség
13;09991;PES;2083;Nagykovácsi;8 407;4 095;4 312;nagyközség
13;07384;PES;2335;Solymár;11 277;5 432;5 845;nagyközség
13;30720;PES;2251;Taksony;6 417;3 140;3 277;nagyközség
13;31796;PES;2711;Tápiószecső;6 255;3 080;3 175;nagyközség
13;14571;PES;2461;Tápiószentmárton;5 555;2 714;2 841;nagyközség
13;04154;PES;2114;Tárnok;10 044;4 947;5 097;nagyközség
13;17598;PES;2683;Valkó;2 514;1 249;1 265;nagyközség
13;18573;PES;2345;Acsa;1 382;714;668;község
13;33561;PES;2338;Apaj;1 193;611;582;község
13;10108;PES;2216;Áporka;1 264;662;602;község
13;25098;PES;2639;Bénye;1 264;609;655;község
13;18777;PES;2093;Bernecebaráti;835;403;432;község
13;03407;PES;2737;Budajenő;2 103;1 022;1 081;község
13;20640;PES;2713;Ceglédbercel;4 386;2 070;2 316;község
13;05184;PES;2212;Csemő;4 623;2 337;2 286;község
13;18476;PES;2014;Csévharaszt;2 046;1 035;1 011;község
13;06822;PES;2161;Csobánka;3 525;1 764;1 761;község
13;33118;PES;2135;Csomád;1 673;849;824;község
13;34333;PES;2615;Csörög;2 175;1 082;1 093;község
13;26985;PES;2735;Csővár;639;303;336;község
13;31811;PES;2118;Dánszentmiklós;2 893;1 451;1 442;község
13;18397;PES;2337;Dány;4 473;2 180;2 293;község
13;09973;PES;2182;Délegyháza;4 764;2 393;2 371;község
13;04808;PES;2023;Domony;2 220;1 101;1 119;község
13;25362;PES;2233;Dunabogdány;3 257;1 569;1 688;község
13;24518;PES;2113;Ecser;4 038;1 948;2 090;község
13;13480;PES;2765;Erdőkertes;8 662;4 299;4 363;község
13;09122;PES;2363;Farmos;3 536;1 749;1 787;község
13;06035;PES;2681;Felsőpakony;3 782;1 893;1 889;község
13;13295;PES;2193;Galgagyörk;979;466;513;község
13;19503;PES;2183;Galgahévíz;2 640;1 277;1 363;község
13;27128;PES;2217;Galgamácsa;1 920;933;987;község
13;09441;PES;2053;Gomba;3 076;1 533;1 543;község
13;33552;PES;2376;Herceghalom;2 615;1 334;1 281;község
13;09849;PES;2192;Hernád;4 244;2 105;2 139;község
13;13949;PES;2181;Hévízgyörk;3 185;1 520;1 665;község
13;03300;PES;2365;Iklad;2 061;1 007;1 054;község
13;32106;PES;2631;Inárcs;4 722;2 345;2 377;község
13;28097;PES;2633;Ipolydamásd;410;223;187;község
13;04978;PES;2746;Ipolytölgyes;330;162;168;község
13;11004;PES;2366;Jászkarajenő;2 670;1 315;1 355;község
13;32230;PES;2215;Kakucs;3 121;1 605;1 516;község
13;27827;PES;2638;Káva;665;332;333;község
13;22345;PES;2623;Kemence;951;449;502;község
13;33738;PES;2165;Kismaros;2 377;1 192;1 185;község
13;05227;PES;2024;Kisnémedi;734;358;376;község
13;29850;PES;2755;Kisoroszi;1 004;502;502;község
13;32771;PES;2243;Kocsér;1 797;879;918;község
13;31361;PES;2612;Kóka;4 547;2 239;2 308;község
13;27687;PES;2625;Kosd;2 479;1 224;1 255;község
13;24679;PES;2745;Kóspallag;741;369;372;község
13;32975;PES;2632;Kőröstetétlen;794;392;402;község
13;22682;PES;2309;Letkés;1 184;586;598;község
13;09140;PES;2339;Lórév;328;172;156;község
13;10755;PES;2322;Majosháza;1 697;878;819;község
13;04394;PES;2629;Makád;1 255;633;622;község
13;04570;PES;2235;Márianosztra;813;396;417;község
13;03692;PES;2736;Mende;4 156;2 031;2 125;község
13;24466;PES;2213;Mikebuda;749;366;383;község
13;34397;PES;2634;Monorierdő;4 772;2 351;2 421;község
13;14775;PES;2142;Nagybörzsöny;708;354;354;község
13;23409;PES;2723;Nagytarcsa;4 703;2 317;2 386;község
13;23038;PES;2712;Nyáregyháza;3 864;1 925;1 939;község
13;20066;PES;2214;Nyársapát;2 129;1 081;1 048;község
13;22248;PES;2071;Pánd;2 008;1 009;999;község
13;15024;PES;2614;Páty;7 925;3 872;4 053;község
13;18689;PES;2074;Penc;1 563;770;793;község
13;28185;PES;2637;Perbál;2 104;1 028;1 076;község
13;04181;PES;2209;Perőcsény;319;168;151;község
13;21847;PES;2097;Péteri;2 422;1 184;1 238;község
13;34148;PES;2095;Pilisjászfalu;1 743;867;876;község
13;05290;PES;2084;Pilisszántó;2 628;1 299;1 329;község
13;11396;PES;2098;Pilisszentiván;4 469;2 154;2 315;község
13;18731;PES;2009;Pilisszentkereszt;2 192;1 040;1 152;község
13;08457;PES;2017;Pilisszentlászló;1 263;617;646;község
13;04905;PES;2378;Pócsmegyer;2 562;1 290;1 272;község
13;23083;PES;2039;Pusztavacs;1 346;676;670;község
13;15583;PES;2682;Pusztazámor;1 222;609;613;község
13;21388;PES;2166;Püspökhatvan;1 422;673;749;község
13;04303;PES;2613;Püspökszilágy;739;370;369;község
13;02370;PES;2090;Rád;1 905;945;960;község
13;34315;PES;2038;Remeteszőlős;1 017;478;539;község
13;06840;PES;2111;Sóskút;3 464;1 728;1 736;község
13;21458;PES;2255;Szada;5 413;2 640;2 773;község
13;07542;PES;2254;Szentlőrinckáta;1 936;946;990;község
13;28653;PES;2321;Szentmártonkáta;5 027;2 542;2 485;község
13;26259;PES;2317;Szigetbecse;1 399;698;701;község
13;07870;PES;2015;Szigetcsép;2 471;1 195;1 276;község
13;26213;PES;2318;Szigetmonostor;2 779;1 408;1 371;község
13;15185;PES;2319;Szigetszentmárton;2 364;1 130;1 234;község
13;22114;PES;2624;Szigetújfalu;2 214;1 096;1 118;község
13;06947;PES;2134;Szokolya;1 938;969;969;község
13;12690;PES;2133;Sződ;3 020;1 461;1 559;község
13;28866;PES;2381;Sződliget;4 615;2 278;2 337;község
13;08332;PES;2021;Táborfalva;3 431;1 702;1 729;község
13;31963;PES;2764;Tahitótfalu;6 009;2 956;3 053;község
13;15015;PES;2767;Tápióbicske;3 647;1 849;1 798;község
13;17303;PES;2253;Tápiógyörgye;3 548;1 743;1 805;község
13;09405;PES;2769;Tápióság;2 780;1 342;1 438;község
13;02769;PES;2375;Tápiószőlős;3 048;1 486;1 562;község
13;27386;PES;2089;Tatárszentgyörgy;2 018;998;1 020;község
13;08280;PES;2636;Telki;4 230;2 112;2 118;község
13;19248;PES;2086;Tésa;89;52;37;község
13;07108;PES;2252;Tinnye;1 803;911;892;község
13;21467;PES;2073;Tóalmás;3 687;1 822;1 865;község
13;24527;PES;2747;Tök;1 409;696;713;község
13;22008;PES;2724;Törtel;4 234;2 050;2 184;község
13;19682;PES;2768;Újlengyel;1 750;831;919;község
13;17808;PES;2244;Újszilvás;2 727;1 364;1 363;község
13;28644;PES;2096;Úri;2 624;1 239;1 385;község
13;11934;PES;2167;Üröm;7 845;3 859;3 986;község
13;05917;PES;2184;Vácduka;1 660;809;851;község
13;30331;PES;2164;Vácegres;899;454;445;község
13;19886;PES;2185;Váchartyán;1 873;915;958;község
13;05698;PES;2163;Váckisújfalu;481;242;239;község
13;17668;PES;2115;Vácrátót;1 907;932;975;község
13;09104;PES;2635;Vácszentlászló;2 141;1 046;1 095;község
13;10737;PES;2211;Vámosmikola;1 527;756;771;község
13;22585;PES;2621;Vasad;2 016;1 019;997;község
13;33729;PES;2174;Verőce;3 894;1 938;1 956;község
13;22488;PES;2627;Verseg;1 323;644;679;község
13;14960;PES;2116;Zebegény;1 279;645;634;község
13;22035;PES;7400;Zsámbok;2 531;1 254;1 277;község
14;20473;SOM;8630;Kaposvár;63 298;29 487;33 811;megye székhely
14;33853;SOM;8623;Balatonboglár;5 883;2 788;3 095;város
14;07117;SOM;8638;Balatonföldvár;2 302;1 105;1 197;város
14;33862;SOM;7557;Balatonlelle;4 875;2 342;2 533;város
14;32799;SOM;8840;Barcs;10 939;5 219;5 720;város
14;21315;SOM;8640;Csurgó;4 905;2 361;2 544;város
14;14632;SOM;7275;Fonyód;5 183;2 477;2 706;város
14;11192;SOM;7530;Igal;1 483;714;769;város
14;26453;SOM;8693;Kadarkút;2 458;1 250;1 208;város
14;26675;SOM;8700;Lengyeltóti;3 087;1 529;1 558;város
14;18500;SOM;7500;Marcali;11 465;5 359;6 106;város
14;17941;SOM;7561;Nagyatád;10 481;4 871;5 610;város
14;21652;SOM;8600;Nagybajom;3 191;1 587;1 604;város
14;17631;SOM;8660;Siófok;25 095;11 654;13 441;város
14;08590;SOM;8621;Tab;4 378;2 119;2 259;város
14;06008;SOM;8624;Zamárdi;2 637;1 292;1 345;város
14;24907;SOM;7516;Balatonszárszó;2 232;1 072;1 160;nagyközség
14;30119;SOM;8653;Berzence;2 460;1 149;1 311;nagyközség
14;06080;SOM;7443;Ádánd;2 150;1 066;1 084;község
14;34184;SOM;8675;Alsóbogát;267;134;133;község
14;28714;SOM;7584;Andocs;1 075;534;541;község
14;30474;SOM;8658;Babócsa;1 508;736;772;község
14;28316;SOM;7585;Bábonymegyer;792;393;399;község
14;14395;SOM;8649;Bakháza;191;99;92;község
14;27377;SOM;8613;Balatonberény;1 174;576;598;község
14;19460;SOM;8646;Balatonendréd;1 367;655;712;község
14;07375;SOM;8647;Balatonkeresztúr;1 660;790;870;község
14;14562;SOM;8637;Balatonmáriafürdő;780;363;417;község
14;11916;SOM;8651;Balatonőszöd;561;268;293;község
14;16601;SOM;8636;Balatonszabadi;3 013;1 479;1 534;község
14;21324;SOM;8712;Balatonszentgyörgy;1 697;816;881;község
14;16470;SOM;8171;Balatonújlak;493;234;259;község
14;03559;SOM;8614;Balatonvilágos;1 484;752;732;község
14;24457;SOM;7478;Bálványos;596;279;317;község
14;03735;SOM;7258;Bárdudvarnok;1 174;592;582;község
14;32337;SOM;8666;Baté;796;396;400;község
14;20710;SOM;7589;Bedegkér;408;204;204;község
14;06910;SOM;7543;Bélavár;347;160;187;község
14;17127;SOM;7439;Beleg;621;327;294;község
14;10506;SOM;7517;Bodrog;408;203;205;község
14;13994;SOM;7586;Bolhás;423;209;214;község
14;18120;SOM;7281;Bolhó;729;356;373;község
14;22673;SOM;8719;Bonnya;257;134;123;község
14;26532;SOM;7475;Böhönye;2 295;1 148;1 147;község
14;26277;SOM;8695;Bőszénfa;511;252;259;község
14;17358;SOM;7273;Buzsák;1 510;696;814;község
14;08703;SOM;8735;Büssü;436;219;217;község
14;03799;SOM;7472;Csákány;318;160;158;község
14;25681;SOM;7555;Cserénfa;210;108;102;község
14;05971;SOM;7253;Csokonyavisonta;1 579;780;799;község
14;08040;SOM;7432;Csoma;435;227;208;község
14;02477;SOM;7526;Csombárd;269;143;126;község
14;24314;SOM;8700;Csököly;1 063;502;561;község
14;27270;SOM;8840;Csömend;304;143;161;község
14;10603;SOM;7988;Csurgónagymarton;179;88;91;község
14;31352;SOM;7977;Darány;931;449;482;község
14;13611;SOM;7979;Drávagárdony;150;72;78;község
14;15884;SOM;7457;Drávatamási;387;198;189;község
14;10861;SOM;7443;Ecseny;226;115;111;község
14;03489;SOM;7456;Edde;202;108;94;község
14;13985;SOM;7282;Felsőmocsolád;392;208;184;község
14;31644;SOM;7271;Fiad;131;63;68;község
14;22026;SOM;8732;Fonó;311;152;159;község
14;22707;SOM;7276;Főnyed;83;48;35;község
14;28264;SOM;8716;Gadács;99;63;36;község
14;26222;SOM;7473;Gadány;359;159;200;község
14;06585;SOM;8685;Gálosfa;245;126;119;község
14;06451;SOM;7527;Gamás;755;356;399;község
14;09177;SOM;7272;Gige;400;189;211;község
14;30571;SOM;7553;Gölle;866;427;439;község
14;14599;SOM;8851;Görgeteg;1 144;572;572;község
14;30960;SOM;8692;Gyékényes;996;483;513;község
14;23904;SOM;8694;Gyugy;315;163;152;község
14;18634;SOM;7473;Hács;373;197;176;község
14;25830;SOM;7585;Hajmás;242;126;116;község
14;08837;SOM;7533;Háromfa;724;356;368;község
14;16726;SOM;7532;Hedrehely;399;205;194;község
14;09946;SOM;7587;Hencse;339;169;170;község
14;24846;SOM;7432;Heresznye;272;137;135;község
14;09928;SOM;8731;Hetes;1 161;564;597;község
14;06211;SOM;7537;Hollád;260;131;129;község
14;19150;SOM;8716;Homokszentgyörgy;1 091;523;568;község
14;30775;SOM;8726;Hosszúvíz;53;31;22;község
14;19619;SOM;8725;Iharos;511;251;260;község
14;27784;SOM;8724;Iharosberény;1 296;626;670;község
14;26301;SOM;7987;Inke;1 251;618;633;község
14;21333;SOM;7525;Istvándi;599;275;324;község
14;15927;SOM;7431;Jákó;631;308;323;község
14;17279;SOM;7538;Juta;1 182;594;588;község
14;06105;SOM;8667;Kálmáncsa;608;307;301;község
14;05272;SOM;8671;Kánya;425;203;222;község
14;33394;SOM;7523;Kapoly;655;331;324;község
14;09098;SOM;7473;Kaposfő;1 583;778;805;község
14;28811;SOM;7261;Kaposgyarmat;92;45;47;község
14;25867;SOM;7258;Kaposhomok;460;233;227;község
14;12663;SOM;7521;Kaposkeresztúr;349;170;179;község
14;18227;SOM;7476;Kaposmérő;2 453;1 188;1 265;község
14;06424;SOM;7522;Kaposszerdahely;1 018;507;511;község
14;15732;SOM;7285;Kaposújlak;718;357;361;község
14;05351;SOM;8676;Kára;61;32;29;község
14;05263;SOM;7977;Karád;1 571;790;781;község
14;08411;SOM;7564;Kastélyosdombó;227;106;121;község
14;34193;SOM;7274;Kaszó;99;54;45;község
14;26888;SOM;8714;Kazsok;320;174;146;község
14;17446;SOM;7256;Kelevíz;340;183;157;község
14;14386;SOM;8618;Kercseliget;392;212;180;község
14;04598;SOM;8713;Kereki;551;263;288;község
14;11174;SOM;7523;Kéthely;2 331;1 151;1 180;község
14;19053;SOM;7542;Kisasszond;187;109;78;község
14;24387;SOM;7282;Kisbajom;419;195;224;község
14;24493;SOM;8693;Kisbárapáti;407;201;206;község
14;30827;SOM;7279;Kisberény;192;93;99;község
14;04826;SOM;7524;Kisgyalán;229;121;108;község
14;13781;SOM;7582;Kiskorpád;894;437;457;község
14;09858;SOM;7530;Komlósd;183;83;100;község
14;15510;SOM;8627;Kőröshegy;1 430;681;749;község
14;18148;SOM;7541;Kötcse;541;267;274;község
14;28857;SOM;7551;Kutas;1 462;729;733;község
14;28291;SOM;7535;Lábod;1 881;909;972;község
14;16258;SOM;7918;Lad;592;284;308;község
14;11040;SOM;8681;Lakócsa;592;288;304;község
14;14863;SOM;8707;Látrány;1 399;666;733;község
14;32355;SOM;8660;Libickozma;43;24;19;község
14;10010;SOM;7463;Lulla;223;118;105;község
14;10427;SOM;7441;Magyaratád;806;405;401;község
14;25371;SOM;7453;Magyaregres;611;304;307;község
14;23630;SOM;8716;Mernye;1 328;650;678;község
14;16106;SOM;7434;Mesztegnyő;1 299;617;682;község
14;30854;SOM;7512;Mezőcsokonya;1 218;600;618;község
14;20905;SOM;8669;Mike;640;332;308;község
14;33376;SOM;7257;Miklósi;224;111;113;község
14;31343;SOM;8674;Mosdós;921;428;493;község
14;15909;SOM;8656;Nágocs;606;283;323;község
14;29063;SOM;7255;Nagyberény;1 343;651;692;község
14;21449;SOM;8628;Nagyberki;1 450;675;775;község
14;20598;SOM;7545;Nagycsepely;389;191;198;község
14;32805;SOM;8739;Nagykorpád;570;294;276;község
14;25520;SOM;8722;Nagyszakácsi;508;270;238;község
14;07913;SOM;8717;Nemesdéd;810;402;408;község
14;25511;SOM;8738;Nemeskisfalud;128;66;62;község
14;17561;SOM;8706;Nemesvid;740;391;349;község
14;10959;SOM;8612;Nikla;783;401;382;község
14;03203;SOM;7461;Nyim;328;165;163;község
14;24536;SOM;8635;Orci;543;260;283;község
14;16823;SOM;7444;Ordacsehi;847;432;415;község
14;19770;SOM;8697;Osztopán;795;405;390;község
14;07056;SOM;8854;Öreglak;1 525;743;782;község
14;14012;SOM;7511;Őrtilos;493;252;241;község
14;32115;SOM;7561;Ötvöskónyi;943;465;478;község
